day,job_name,creation_time,distance_unit,included_speed_limits,network_name,zone_id,probe_source,map_version,date_range_id,date_range_name,date_from,date_to,time_set_id,time_set_name,time_set_days,time_set_times,segment_id,new_segment_id,street_name,frc,speed_limit,distance_m,geometry_wkt,harmonic_avg_speed,average_speed,median_speed,speed_stddev,sample_size,normalized_sample_size,average_travel_time,median_travel_time,travel_time_stddev,travel_time_ratio,p5,p10,p15,p20,p25,p30,p35,p40,p45,p50,p55,p60,p65,p70,p75,p80,p85,p90,p95
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204115574785,1285520204115574785,Delhi Sachivalay Marg,3,50,186.4,"LINESTRING(77.25272 28.63667,77.25273 28.63655,77.25289 28.63547,77.25291 28.63529,77.25298 28.63501)",37.2,37.2,37.2,0.0,1,0.0013,18.04,18.04,0.0,1.2,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204115574785,1285520204115574785,Delhi Sachivalay Marg,3,50,186.4,"LINESTRING(77.25272 28.63667,77.25273 28.63655,77.25289 28.63547,77.25291 28.63529,77.25298 28.63501)",43.9,46.2,47.1,11.0,4,0.0049,15.3,14.25,4.43,0.96,31,31,31,31,31,47,47,47,47,47,51,51,51,51,51,57,57,57,57
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204115574785,1285520204115574785,Delhi Sachivalay Marg,3,50,186.4,"LINESTRING(77.25272 28.63667,77.25273 28.63655,77.25289 28.63547,77.25291 28.63529,77.25298 28.63501)",34.2,34.5,36.2,3.4,3,0.0041,19.6,18.54,2.02,1.51,31,31,31,31,31,31,36,36,36,36,36,36,36,37,37,37,37,37,37
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204115574785,1285520204115574785,Delhi Sachivalay Marg,3,50,186.4,"LINESTRING(77.25272 28.63667,77.25273 28.63655,77.25289 28.63547,77.25291 28.63529,77.25298 28.63501)",33.1,35.0,34.4,8.7,4,0.0053,20.29,19.51,6.13,1.56,23,23,23,23,23,34,34,34,34,34,40,40,40,40,40,43,43,43,43
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204115574785,1285520204115574785,Delhi Sachivalay Marg,3,50,186.4,"LINESTRING(77.25272 28.63667,77.25273 28.63655,77.25289 28.63547,77.25291 28.63529,77.25298 28.63501)",36.4,36.4,36.4,0.0,1,0.0017,18.44,18.44,0.0,1.01,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204115607552,1285520204115607552,Delhi Sachivalay Marg,3,50,199.78,"LINESTRING(77.25272 28.63667,77.25268 28.63699,77.2527 28.63766,77.25277 28.63847)",31.5,33.2,31.6,8.3,10,0.013,22.8,22.76,5.28,0.0,23,23,25,25,27,27,30,30,32,32,32,32,32,32,39,39,46,46,47
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204115607552,1285520204115607552,Delhi Sachivalay Marg,3,50,199.78,"LINESTRING(77.25272 28.63667,77.25268 28.63699,77.2527 28.63766,77.25277 28.63847)",28.7,31.0,28.3,8.6,6,0.0074,25.1,25.41,8.52,1.06,18,18,18,28,28,28,28,28,28,28,34,34,34,35,35,35,43,43,43
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204115607552,1285520204115607552,Delhi Sachivalay Marg,3,50,199.78,"LINESTRING(77.25272 28.63667,77.25268 28.63699,77.2527 28.63766,77.25277 28.63847)",31.0,34.6,33.4,10.6,10,0.0138,23.23,21.53,9.39,0.83,17,17,19,19,32,32,33,33,33,33,34,34,41,41,43,43,45,45,50
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204115607552,1285520204115607552,Delhi Sachivalay Marg,3,50,199.78,"LINESTRING(77.25272 28.63667,77.25268 28.63699,77.2527 28.63766,77.25277 28.63847)",26.4,30.4,32.0,11.0,9,0.0119,27.27,22.48,11.73,1.15,16,16,16,16,24,24,27,27,32,32,32,35,35,37,37,39,39,49,49
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204115607552,1285520204115607552,Delhi Sachivalay Marg,3,50,199.78,"LINESTRING(77.25272 28.63667,77.25268 28.63699,77.2527 28.63766,77.25277 28.63847)",39.5,40.0,38.6,5.0,6,0.0101,18.21,18.63,2.32,0.52,33,33,33,36,36,36,39,39,39,39,42,42,42,44,44,44,47,47,47
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204115607553,1285520204115607553,Delhi Sachivalay Marg,3,50,199.78,"LINESTRING(77.25277 28.63847,77.2527 28.63766,77.25268 28.63699,77.25272 28.63667)",34.5,34.5,34.5,0.0,1,0.0013,20.85,20.85,0.0,1.14,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204115607553,1285520204115607553,Delhi Sachivalay Marg,3,50,199.78,"LINESTRING(77.25277 28.63847,77.2527 28.63766,77.25268 28.63699,77.25272 28.63667)",35.6,36.9,32.3,8.1,4,0.0049,20.22,22.27,4.46,1.09,28,28,28,28,28,32,32,32,32,32,41,41,41,41,41,46,46,46,46
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204115607553,1285520204115607553,Delhi Sachivalay Marg,3,50,199.78,"LINESTRING(77.25277 28.63847,77.2527 28.63766,77.25268 28.63699,77.25272 28.63667)",29.7,30.3,27.9,5.2,3,0.0041,24.19,25.78,3.79,0.0,27,27,27,27,27,27,28,28,28,28,28,28,28,36,36,36,36,36,36
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204115607553,1285520204115607553,Delhi Sachivalay Marg,3,50,199.78,"LINESTRING(77.25277 28.63847,77.2527 28.63766,77.25268 28.63699,77.25272 28.63667)",33.3,35.2,31.2,9.1,4,0.0053,21.62,23.05,6.13,1.28,24,24,24,24,24,31,31,31,31,31,43,43,43,43,43,43,43,43,43
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204115607553,1285520204115607553,Delhi Sachivalay Marg,3,50,199.78,"LINESTRING(77.25277 28.63847,77.2527 28.63766,77.25268 28.63699,77.25272 28.63667)",30.0,30.0,30.0,0.0,1,0.0017,23.97,23.97,0.0,1.19,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204142542848,1285520204142542848,NH44,1,50,170.67,"LINESTRING(77.2476 28.62352,77.24778 28.62294,77.24808 28.62204)",38.4,42.5,44.8,11.7,632,0.8218,16.02,13.71,6.14,1.36,21,24,27,31,36,39,41,43,44,45,46,47,48,49,50,51,53,55,58
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204142542848,1285520204142542848,NH44,1,50,170.67,"LINESTRING(77.2476 28.62352,77.24778 28.62294,77.24808 28.62204)",45.6,47.0,47.1,7.3,689,0.8506,13.48,13.04,2.88,1.14,35,38,41,42,43,44,45,46,46,47,48,49,50,51,52,53,54,56,58
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204142542848,1285520204142542848,NH44,1,50,170.67,"LINESTRING(77.2476 28.62352,77.24778 28.62294,77.24808 28.62204)",36.5,48.0,48.5,7.5,631,0.8728,16.86,12.67,82.2,1.4,36,40,42,43,44,45,46,47,47,49,49,50,51,52,53,54,55,56,59
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204142542848,1285520204142542848,NH44,1,50,170.67,"LINESTRING(77.2476 28.62352,77.24778 28.62294,77.24808 28.62204)",46.4,47.5,47.6,6.6,670,0.8886,13.23,12.91,2.35,1.11,36,40,42,43,44,45,46,46,47,48,48,49,50,51,51,53,54,56,57
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204142542848,1285520204142542848,NH44,1,50,170.67,"LINESTRING(77.2476 28.62352,77.24778 28.62294,77.24808 28.62204)",46.9,48.4,48.5,7.5,549,0.9227,13.1,12.67,2.88,1.1,35,40,42,43,44,45,46,47,48,49,50,50,51,52,53,54,55,57,60
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204148211712,1285520204148211712,Geeta Colony Road,4,60,96.37,"LINESTRING(77.2701 28.6342,77.27015 28.63369,77.2702 28.63338,77.27021 28.63333)",15.5,21.4,10.2,15.8,2,0.0026,22.34,34.01,16.5,3.16,10,10,10,10,10,10,10,10,10,10,33,33,33,33,33,33,33,33,33
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204148211712,1285520204148211712,Geeta Colony Road,4,60,96.37,"LINESTRING(77.2701 28.6342,77.27015 28.63369,77.2702 28.63338,77.27021 28.63333)",11.6,26.7,33.3,15.2,4,0.0049,29.82,10.42,39.42,1.69,4,4,4,4,4,33,33,33,33,33,34,34,34,34,34,35,35,35,35
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204148211712,1285520204148211712,Geeta Colony Road,4,60,96.37,"LINESTRING(77.2701 28.6342,77.27015 28.63369,77.2702 28.63338,77.27021 28.63333)",33.4,34.0,29.6,6.2,2,0.0028,10.39,11.72,1.88,1.48,30,30,30,30,30,30,30,30,30,30,38,38,38,38,38,38,38,38,38
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204148211712,1285520204148211712,Geeta Colony Road,4,60,96.37,"LINESTRING(77.2701 28.6342,77.27015 28.63369,77.2702 28.63338,77.27021 28.63333)",19.0,19.4,20.0,3.4,3,0.004,18.29,17.35,3.44,1.49,16,16,16,16,16,16,20,20,20,20,20,20,20,23,23,23,23,23,23
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204148211712,1285520204148211712,Geeta Colony Road,4,60,96.37,"LINESTRING(77.2701 28.6342,77.27015 28.63369,77.2702 28.63338,77.27021 28.63333)",28.5,35.5,23.1,22.7,6,0.0101,12.16,15.02,4.83,0.88,21,21,21,21,21,21,23,23,23,23,33,33,33,35,35,35,80,80,80
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204148244480,1285520204148244480,Geeta Colony Road,4,60,266.3,"LINESTRING(77.27021 28.63333,77.27024 28.63324,77.27028 28.63315,77.27033 28.63307,77.27057 28.63267,77.27105 28.63199,77.27134 28.63151,77.2714 28.63142,77.27144 28.63135,77.27147 28.63128,77.27149 28.63122)",34.1,34.5,34.1,4.4,3,0.0039,28.11,28.11,3.53,1.35,30,30,30,30,30,30,34,34,34,34,34,34,34,39,39,39,39,39,39
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204148244480,1285520204148244480,Geeta Colony Road,4,60,266.3,"LINESTRING(77.27021 28.63333,77.27024 28.63324,77.27028 28.63315,77.27033 28.63307,77.27057 28.63267,77.27105 28.63199,77.27134 28.63151,77.2714 28.63142,77.27144 28.63135,77.27147 28.63128,77.27149 28.63122)",10.1,17.4,8.9,17.1,3,0.0037,95.24,107.72,64.08,3.61,6,6,6,6,6,6,9,9,9,9,9,9,9,37,37,37,37,37,37
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204148244480,1285520204148244480,Geeta Colony Road,4,60,266.3,"LINESTRING(77.27021 28.63333,77.27024 28.63324,77.27028 28.63315,77.27033 28.63307,77.27057 28.63267,77.27105 28.63199,77.27134 28.63151,77.2714 28.63142,77.27144 28.63135,77.27147 28.63128,77.27149 28.63122)",24.1,26.4,18.7,10.8,2,0.0028,39.73,51.27,16.31,1.51,19,19,19,19,19,19,19,19,19,19,34,34,34,34,34,34,34,34,34
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204148244480,1285520204148244480,Geeta Colony Road,4,60,266.3,"LINESTRING(77.27021 28.63333,77.27024 28.63324,77.27028 28.63315,77.27033 28.63307,77.27057 28.63267,77.27105 28.63199,77.27134 28.63151,77.2714 28.63142,77.27144 28.63135,77.27147 28.63128,77.27149 28.63122)",34.9,41.6,30.1,24.7,6,0.008,27.45,31.85,9.32,0.47,26,26,26,30,30,30,30,30,30,30,36,36,36,37,37,37,91,91,91
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204148244480,1285520204148244480,Geeta Colony Road,4,60,266.3,"LINESTRING(77.27021 28.63333,77.27024 28.63324,77.27028 28.63315,77.27033 28.63307,77.27057 28.63267,77.27105 28.63199,77.27134 28.63151,77.2714 28.63142,77.27144 28.63135,77.27147 28.63128,77.27149 28.63122)",32.0,38.4,29.9,21.3,5,0.0084,29.95,32.06,11.84,1.46,23,23,23,23,25,25,25,25,30,30,30,30,40,40,40,40,75,75,75
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204188057600,1285520204188057600,Delhi Sachivalay Marg,3,50,103.67,"LINESTRING(77.25242 28.63166,77.25269 28.63229,77.25278 28.63254)",35.4,43.4,48.1,17.1,10,0.013,10.56,7.76,5.81,0.0,17,17,19,19,30,30,35,35,48,48,50,50,55,55,55,55,60,60,65
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204188057600,1285520204188057600,Delhi Sachivalay Marg,3,50,103.67,"LINESTRING(77.25242 28.63166,77.25269 28.63229,77.25278 28.63254)",45.3,45.6,45.1,4.0,8,0.0099,8.25,8.28,0.74,0.92,40,40,41,41,41,45,45,45,45,45,46,46,48,48,48,50,50,51,51
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204188057600,1285520204188057600,Delhi Sachivalay Marg,3,50,103.67,"LINESTRING(77.25242 28.63166,77.25269 28.63229,77.25278 28.63254)",24.2,38.6,39.3,16.0,13,0.018,15.45,9.5,19.66,1.72,5,17,17,29,33,33,37,38,38,39,41,41,42,46,46,53,59,59,64
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204188057600,1285520204188057600,Delhi Sachivalay Marg,3,50,103.67,"LINESTRING(77.25242 28.63166,77.25269 28.63229,77.25278 28.63254)",28.9,37.4,37.4,15.8,10,0.0133,12.9,9.98,8.37,1.06,12,12,18,18,21,21,37,37,37,37,42,42,44,44,54,54,54,54,55
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204188057600,1285520204188057600,Delhi Sachivalay Marg,3,50,103.67,"LINESTRING(77.25242 28.63166,77.25269 28.63229,77.25278 28.63254)",45.0,45.1,44.2,3.2,7,0.0118,8.3,8.44,0.55,1.05,42,42,43,43,43,44,44,44,44,44,44,46,46,46,46,46,46,52,52
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204188090368,1285520204188090368,Delhi Sachivalay Marg,3,50,123.17,"LINESTRING(77.25278 28.63254,77.25281 28.63265,77.25288 28.63286,77.2529 28.63308,77.25291 28.63336,77.2529 28.63356,77.2529 28.63364)",42.3,47.5,47.5,15.5,10,0.013,10.48,9.33,4.05,0.0,23,23,30,30,35,35,39,39,48,48,48,48,57,57,61,61,62,62,72
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204188090368,1285520204188090368,Delhi Sachivalay Marg,3,50,123.17,"LINESTRING(77.25278 28.63254,77.25281 28.63265,77.25288 28.63286,77.2529 28.63308,77.25291 28.63336,77.2529 28.63356,77.2529 28.63364)",41.8,43.6,46.0,7.7,8,0.0099,10.61,9.64,2.81,1.13,25,25,42,42,42,45,45,46,46,46,46,46,47,47,47,47,47,50,50
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204188090368,1285520204188090368,Delhi Sachivalay Marg,3,50,123.17,"LINESTRING(77.25278 28.63254,77.25281 28.63265,77.25288 28.63286,77.2529 28.63308,77.25291 28.63336,77.2529 28.63356,77.2529 28.63364)",38.5,42.8,44.7,12.3,13,0.018,11.51,9.92,4.92,1.21,17,32,32,33,38,38,39,39,39,45,45,45,45,49,49,52,56,56,66
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520204188090368,1285520204188090368,Delhi Sachivalay Marg,3,50,123.17,"LINESTRING(77.25278 28.63254,77.25281 28.63265,77.25288 28.63286,77.2529 28.63308,77.25291 28.63336,77.2529 28.63356,77.2529 28.63364)",33.5,40.9,39.7,13.7,11,0.0146,13.24,11.17,8.87,0.92,12,25,25,37,37,38,38,39,39,40,47,47,48,48,53,53,54,54,59
